GeneID	Reads
FBgn0011259	228
FBgn0016978	1988
FBgn0016756	3543
FBgn0011672	3076
FBgn0085491	0
FBgn0031283	12
FBgn0085497	0
FBgn0035724	23
FBgn0034243	2254
FBgn0085495	0
FBgn0015756	17732
FBgn0085694	0
FBgn0085695	0
FBgn0085696	0
FBgn0085697	0
FBgn0001565	2687
FBgn0085691	0
FBgn0085692	0
FBgn0085693	0
FBgn0085698	0
FBgn0085699	0
FBgn0034733	0
FBgn0034732	0
FBgn0034731	0
FBgn0034730	3
FBgn0034089	2439
FBgn0034088	805
FBgn0039904	3303
FBgn0034734	1321
FBgn0034085	10
FBgn0034084	326
FBgn0034087	3794
FBgn0034086	286
FBgn0034081	0
FBgn0034083	1851
FBgn0034082	5
FBgn0038643	0
FBgn0038642	0
FBgn0038641	0
FBgn0038640	234
FBgn0038647	135
FBgn0038646	0
FBgn0038645	0
FBgn0038649	315
FBgn0004551	8057
FBgn0030346	412
FBgn0037427	0
FBgn0030432	4
FBgn0030433	864
FBgn0030434	1324
FBgn0036828	859
FBgn0037420	0
FBgn0037421	0
FBgn0036825	38464
FBgn0036824	4124
FBgn0036827	386
FBgn0036826	567
FBgn0036821	2101
FBgn0036820	291
FBgn0037428	0
FBgn0036822	0
FBgn0036775	1247
FBgn0036774	931
FBgn0036777	110
FBgn0036771	462
FBgn0003401	424
FBgn0036773	19
FBgn0036772	1581
FBgn0039126	464
FBgn0036044	3
FBgn0036778	0
FBgn0040600	929
FBgn0051588	0
FBgn0015402	712
FBgn0034886	1546
FBgn0034553	0
FBgn0034552	0
FBgn0040606	0
FBgn0034882	0
FBgn0040608	0
FBgn0051580	0
FBgn0051583	0
FBgn0034889	246
FBgn0034888	145
FBgn0001560	0
FBgn0034558	0
FBgn0038395	30
FBgn0038394	0
FBgn0038397	21
FBgn0003996	7
FBgn0026749	383
FBgn0038390	293
FBgn0038392	7
FBgn0002917	8
FBgn0002914	4914
FBgn0026741	545
FBgn0038398	3
FBtr0100853	3
FBgn0000318	1925
FBgn0047038	1221
FBgn0052006	4
FBgn0031356	2370
FBgn0031357	540
FBgn0010340	366
FBgn0010341	5690
FBgn0010342	2049
STRG.7187	66
STRG.7186	741
FBgn0051367	948
STRG.7184	1206
FBgn0051361	14
FBgn0010349	8699
FBgn0051363	10604
FBgn0037282	1262
FBgn0037283	0
FBgn0037280	5
FBgn0037284	0
FBgn0037288	0
FBgn0053535	0
FBgn0085438	70
FBgn0050187	389
FBgn0050184	105
FBgn0001217	7
FBgn0050182	0
FBgn0050183	662
FBgn0085348	3
FBgn0050181	6
FBgn0085346	1187
FBgn0085347	8
FBgn0085344	648
FBgn0085345	582
FBgn0085434	291
FBgn0085435	65
FBgn0085436	7040
FBgn0085341	40
FBgn0032078	835
STRG.1674	178
FBgn0032072	0
FBgn0032076	730
FBgn0032077	39
FBgn0032074	0
FBgn0032075	4
FBgn0004873	4603
FBgn0004872	72
FBgn0004870	42
FBgn0004876	1215
FBgn0004875	1905
FBgn0023214	1155
FBgn0023215	214
FBgn0004879	835
FBgn0004878	3
FBgn0023211	2140
FBgn0023212	2622
FBgn0023213	5316
FBgn0040017	0
FBgn0019985	3
FBgn0001218	29358
FBgn0035091	96
FBgn0013809	3
FBgn0036489	328
FBgn0036488	451
FBgn0036487	702
FBgn0036486	1774
FBgn0036485	4
FBgn0036484	472
FBgn0036483	381
FBgn0036482	7
FBgn0036481	30
FBgn0036480	637
FBgn0039288	0
FBgn0039938	0
FBgn0039939	0
FBgn0039936	2577
FBgn0039937	0
FBgn0039286	0
FBgn0032252	153
FBgn0032253	0
FBgn0039282	0
FBgn0032251	122
FBgn0001337	854
FBgn0001624	5306
FBgn0046819	0
FBgn0046818	0
FBgn0001332	747
FBgn0001330	1193
FBgn0033971	271
FBgn0014462	324
FBgn0046817	0
FBgn0046816	0
FBgn0014467	1352
FBgn0014466	0
FBgn0050384	0
FBgn0051702	0
FBgn0040376	55
FBgn0010417	841
FBgn0041174	294
FBgn0051259	0
FBgn0040371	4
FBgn0044046	0
FBgn0011818	356
FBgn0010412	70550
FBgn0044047	354
FBgn0040373	324
FBgn0038889	519
FBgn0053205	17
FBgn0053207	85
FBgn0053200	3
FBgn0024188	824
FBgn0053202	0
FBgn0053203	14
FBgn0038881	2465
FBgn0024184	0
FBgn0024187	2562
FBgn0053208	1486
FBgn0038887	0
FBgn0038886	0
FBgn0033708	0
FBgn0033703	0
FBgn0033702	4
FBgn0033701	0
FBgn0033707	4
FBgn0033706	77
FBgn0033705	0
FBgn0033704	0
FBgn0035574	14
FBgn0028531	2
FBgn0028532	0
FBgn0028533	2
FBgn0028534	0
FBgn0028535	356
FBgn0028537	0
FBgn0028538	1087
FBgn0028539	1588
FBgn0015299	3686
FBgn0029114	737
FBgn0029117	643
FBgn0085662	0
FBgn0029113	4726
FBgn0043025	24
FBgn0086856	311
FBgn0086855	993
FBgn0024985	821
FBgn0024984	6
FBgn0024987	1705
FBgn0024986	565
FBgn0035709	0
FBgn0035708	18
FBgn0024983	539
FBgn0035704	584
FBgn0035707	1414
FBgn0024989	3
FBgn0024988	354
FBgn0035703	274
FBgn0035702	150
FBgn0020294	19
FBgn0020299	0
FBgn0035190	0
FBgn0259850	0
FBgn0259853	0
FBgn0259852	0
FBgn0259855	0
FBgn0259854	0
FBgn0259857	0
FBgn0259856	0
FBgn0259859	0
FBgn0259858	0
FBgn0003660	3126
FBgn0031284	381
FBgn0031285	2938
FBgn0031286	390
FBgn0031287	464
FBgn0031281	289
FBgn0031282	226
FBgn0042104	0
FBgn0031288	0
FBgn0031289	4
FBgn0042106	25
FBgn0052000	2645
FBgn0052551	0
FBgn0052557	184
FBgn0052556	67
FBgn0033777	548
FBgn0052554	157
FBgn0025582	5792
FBgn0025583	0
FBgn0052160	0
FBgn0050257	0
FBgn0052161	0
FBgn0050254	0
FBtr0299927	2
FBgn0045770	0
FBgn0010621	13281
FBgn0026178	2070
FBgn0026179	441
FBgn0043021	0
FBgn0026173	2168
FBgn0026170	9861
FBgn0043022	5
FBgn0026176	304
FBgn0026174	1
FBgn0026175	18
FBgn0027492	2473
FBgn0027493	14305
FBgn0052169	0
FBgn0027490	649
FBgn0010620	114
FBgn0034646	1408
FBgn0003089	3
FBgn0027491	0
FBgn0016698	549
FBgn0016694	2745
FBgn0027496	3139
FBgn0016696	1155
FBgn0016697	3525
FBgn0003087	524
FBgn0003086	0
FBgn0085545	0
FBgn0031758	53
FBgn0031759	4320
FBgn0027494	110
FBgn0003082	1579
FBgn0031752	723
FBgn0031753	0
FBgn0050259	0
FBgn0031756	22
FBgn0031757	6
FBgn0030089	2803
FBgn0030088	329
FBgn0085326	0
FBgn0030081	713
FBgn0030080	0
FBgn0030082	1711
FBgn0023180	475
FBgn0023181	442
FBgn0030087	3197
FBgn0030086	18287
FBgn0028552	629
FBgn0000212	3283
FBgn0000210	184
FBgn0000216	0
FBgn0033773	29
FBgn0016693	3879
FBgn0024248	638
FBgn0039709	319
FBgn0259146	0
FBgn0259145	47
FBgn0024249	0
FBgn0259143	612
FBgn0259142	835
FBgn0259141	3
FBgn0259140	26
FBgn0039703	2
FBgn0039702	406
FBgn0039705	981
FBgn0039704	0
FBgn0030745	716
FBgn0259148	0
FBgn0032702	1154
FBgn0033770	0
FBgn0031138	0
FBgn0031139	6
FBgn0031134	0
FBgn0031135	0
FBgn0031132	0
FBgn0032140	1512
FBgn0031130	0
FBgn0030881	0
FBgn0037360	3224
FBgn0030883	275
FBgn0030882	53
FBgn0037365	2
FBgn0030884	10
FBgn0030887	0
FBgn0037366	39
FBgn0030889	0
FBgn0037368	135
FBgn0030667	0
FBgn0030666	0
FBgn0030661	11
FBgn0041721	504
FBgn0030663	0
FBgn0041723	45
FBgn0032154	282
FBgn0029708	0
FBgn0053178	34
FBgn0011754	583
FBgn0039212	756
FBgn0033413	1537
FBgn0029809	9
FBgn0029808	249
FBgn0029803	216
FBgn0029801	2759
FBgn0029800	672
FBgn0029807	4
FBgn0029804	3
FBgn0010591	1457
FBgn0010590	3894
FBgn0051118	74
FBgn0051119	38
FBgn0033883	728
FBgn0036689	235
FBgn0034141	933
FBgn0051111	90
FBgn0051116	1237
FBgn0051115	11
FBgn0041096	165
STRG.8186	3
FBgn0041094	1072
FBgn0041092	2226
FBgn0014877	980
FBgn0014879	3455
FBgn0033512	0
FBgn0029702	2
FBgn0033288	6
FBgn0033289	0
FBgn0033286	2
FBgn0033287	0
FBgn0039218	432
FBgn0033282	7
FBgn0036139	24
FBgn0033280	0
FBgn0034948	1744
FBgn0015295	1737
FBgn0034942	0
FBgn0034943	44
FBgn0034945	271
FBgn0034946	668
FBgn0038078	2
FBgn0038079	0
FBgn0038070	0
FBgn0038071	40
FBgn0038072	7
FBgn0038073	3
FBgn0038074	20
FBgn0038076	0
FBgn0030085	298
FBgn0041711	0
FBgn0036542	2
FBgn0033063	6
FBgn0033060	202
FBgn0036541	0
FBgn0036546	203
FBgn0036547	23
FBgn0036016	0
FBgn0036545	315
FBgn0036018	858
FBgn0036019	37
FBgn0036548	2663
FBgn0036549	169
FBgn0034092	0
FBgn0033592	3
FBgn0015618	286
FBgn0034093	626
FBgn0015615	3617
FBtr0087321	0
FBgn0015617	506
FBgn0029879	119
FBgn0015610	4193
FBgn0028915	0
FBgn0034091	561
FBgn0001108	1712
FBgn0001104	12087
FBgn0001105	8672
FBgn0015572	4
FBgn0004462	318
FBgn0034097	0
FBgn0015573	5
FBgn0034094	385
FBgn0034095	45
FBgn0040775	0
FBgn0052150	0
FBgn0010097	828
FBgn0037689	1938
FBgn0021760	4120
FBgn0021761	2303
FBgn0021767	0
FBgn0021764	124
FBgn0021765	8674
FBgn0041712	46
FBgn0021768	2174
FBgn0045497	0
FBgn0040658	0
FBgn0004687	12421
FBgn0000179	31
FBgn0259147	0
FBgn0052635	0
FBgn0052633	37
FBgn0052631	0
FBgn0039656	4
FBgn0052638	955
FBgn0052639	0
FBgn0034835	0
FBgn0259144	134
FBgn0083010	4
FBgn0083011	2
FBgn0083012	1
FBgn0083013	8
FBgn0083014	5
FBgn0083015	23
FBgn0083016	2
FBgn0083017	2
FBgn0032627	0
FBgn0032626	0
FBgn0032625	0
FBgn0032624	0
FBgn0032622	1280
FBgn0032621	665
FBgn0032620	333
FBgn0053171	10
FBgn0250821	12
FBgn0023407	3606
FBgn0035938	565
FBgn0038921	0
FBgn0035932	3
FBgn0035933	0
FBgn0035931	3
FBgn0035936	110
FBgn0035937	705
FBgn0035934	0
FBgn0035935	0
FBgn0052944	15
FBgn0028980	344
FBgn0041717	3
FBgn0028982	5720
FBgn0028985	880
FBgn0028984	3649
FBgn0028987	0
FBgn0028986	0
FBgn0025469	398
FBgn0028988	65
FBgn0250824	479
FBgn0003270	1
FBgn0003274	38347
FBgn0039707	0
FBgn0003276	2384
FBgn0003277	5117
FBgn0003278	2102
FBgn0003279	29407
FBgn0038719	0
FBgn0250829	5
FBgn0029587	0
FBgn0250828	5
FBgn0029580	11
FBgn0028686	4986
FBgn0032329	365
FBgn0036830	0
FBgn0029588	30
FBgn0029589	0
FBgn0086444	839
FBgn0039806	0
FBgn0086446	648
FBgn0086447	214
FBgn0086441	3149
FBgn0086442	853
FBgn0086443	4242
FBgn0011963	0
FBgn0011962	0
FBgn0011961	0
FBgn0011960	0
FBgn0086448	148
FBgn0011966	0
FBgn0011965	0
FBgn0036837	1124
FBgn0053174	457
FBgn0032853	0
FBgn0034741	101
FBgn0039802	3043
FBgn0036994	661
FBgn0039136	1117
FBgn0039137	391
FBgn0003416	1503
FBgn0039135	1596
FBgn0039132	1385
FBgn0003411	0
FBgn0039130	1517
FBgn0039131	0
FBgn0039801	10
FBgn0039139	575
FBgn0053547	13
FBgn0053544	0
FBgn0053543	0
FBgn0053542	168
FBgn0053541	2
FBgn0024841	1065
FBgn0033516	0
FBgn0024846	683
FBgn0053548	14
FBgn0017577	2718
FBgn0052499	0
FBgn0017572	2389
FBgn0012051	2824
FBgn0052493	0
FBgn0052496	0
FBgn0052494	0
FBgn0017579	24618
FBgn0046692	1168
FBgn0030880	0
FBgn0037912	1457
FBgn0034027	192
FBgn0037363	790
FBgn0019830	1263
FBgn0046697	0
FBgn0030669	427
FBgn0037911	222
FBgn0030668	685
FBgn0082951	1
FBgn0036991	354
FBgn0030886	0
FBgn0037369	555
FBgn0030664	0
FBgn0037422	0
FBgn0014127	1625
FBgn0041720	3
FBgn0000313	55
FBgn0036389	2028
FBgn0030660	162
FBgn0034715	0
FBgn0034717	0
FBgn0034716	20
FBgn0034711	3
FBgn0034710	4
FBgn0034713	7
FBgn0034712	2
FBgn0030662	656
FBgn0034718	909
FBgn0038665	3
FBgn0011758	0
FBgn0038667	788
FBgn0038666	566
FBgn0038661	12790
FBgn0038660	2035
FBgn0038662	484
FBgn0030412	987
FBgn0030410	180
FBgn0030411	194
FBgn0034546	0
FBgn0036847	1285
FBgn0036846	640
FBgn0085559	0
FBgn0036844	1689
FBgn0036843	453
FBgn0036842	741
FBgn0036849	175
FBgn0036848	1567
FBgn0034579	349
FBgn0034578	143
FBgn0040628	0
FBgn0010109	4
FBgn0034542	685
FBgn0040623	1382
FBgn0010100	5714
FBgn0034572	604
FBgn0052421	0
FBgn0034577	2371
FBgn0040625	0
FBgn0051563	0
FBgn0051562	0
FBgn0051561	0
FBgn0051560	0
FBgn0051569	0
FBgn0051568	0
FBgn0026722	655
FBgn0026721	210
FBgn0038386	0
FBgn0026729	1144
FBgn0082998	8
FBgn0082999	5
FBgn0082997	2
FBgn0082994	3
FBgn0038385	0
FBgn0082993	0
FBgn0082990	0
FBgn0021979	5011
FBgn0029646	0
FBgn0051304	784
FBgn0043825	0
FBgn0051302	0
FBgn0051301	1308
FBgn0031604	1079
FBgn0000028	0
FBgn0030525	0
FBgn0039667	9
FBgn0000022	0
FBgn0000024	777
FBgn0003346	2211
FBgn0085412	51
FBgn0085413	8
FBgn0085410	0
FBgn0085411	10
FBgn0085417	0
FBgn0085414	0
FBgn0085415	0
FBgn0036717	0
FBgn0036716	0
FBgn0036715	0
FBgn0036714	617
FBgn0036713	0
FBgn0036712	0
FBgn0036711	0
FBgn0039663	208
FBgn0052711	61
FBgn0032018	1774
FBgn0032019	720
FBgn0032014	1056
FBgn0032015	3063
FBgn0032016	606
FBgn0032017	129
FBgn0032010	47
FBgn0005670	51
FBgn0020765	0
FBgn0032013	20
FBgn0004855	1037
FBgn0037009	1388
FBgn0004856	2834
FBgn0004852	348
FBgn0037000	66
FBgn0037001	5515
FBgn0037003	5
FBgn0004859	3
FBgn0037005	4
FBgn0037007	2076
FBgn0033651	0
FBgn0005674	4251
FBgn0052343	265
FBgn0036998	897
FBgn0001319	0
FBgn0020618	23799
FBgn0004143	0
FBgn0001313	0
FBgn0001315	0
FBgn0001314	0
FBgn0004145	36719
FBgn0053627	0
FBgn0037441	22
FBgn0046834	0
FBgn0046831	0
FBgn0046830	0
FBgn0046833	0
FBgn0046832	0
FBgn0033653	318
FBgn0033499	0
FBgn0033498	0
FBgn0034288	0
FBgn0052481	0
FBgn0033491	442
FBgn0033490	0
FBgn0033497	0
FBtr0091815	0
FBgn0033495	442
FBgn0033494	82
FBgn0010424	0
FBgn0036895	6
FBgn0053958	0
FBgn0033949	0
FBgn0053228	48
FBgn0053229	726
FBgn0053224	3
FBgn0053225	10
FBgn0053222	0
FBgn0053223	0
FBgn0053221	0
FBgn0035543	0
FBgn0035542	760
FBgn0038861	497
FBgn0038860	283
FBgn0035899	0
FBgn0038866	2
FBgn0035545	0
FBgn0035544	0
FBgn0035895	1351
FBgn0038869	1633
FBgn0035548	0
FBgn0035891	101
FBgn0035890	141
FBgn0035892	363
FBgn0243517	681
FBgn0243516	1393
FBgn0028518	0
FBgn0243514	135
FBgn0243513	21
FBgn0243512	2824
FBgn0243511	2731
FBgn0020762	509
FBgn0033725	7
FBgn0033724	78
FBgn0033727	0
FBgn0033726	0
FBgn0028516	0
FBgn0033720	0
FBgn0033723	0
FBgn0028515	2161
FBgn0022943	811
FBgn0022942	1274
FBgn0040066	1473
FBgn0040037	0
FBgn0035767	327
FBgn0035766	1979
FBgn0035097	0
FBgn0037546	2
FBgn0035763	2236
FBgn0035762	759
FBgn0035761	732
FBgn0035760	110
FBgn0052791	33
FBgn0052790	0
FBgn0052793	0
FBgn0052792	4
FBgn0035099	323
FBgn0052797	0
FBgn0035768	18
FBgn0000317	1482
FBgn0037446	2171
FBgn0037549	7263
FBgn0037328	15913
FBgn0040035	0
FBgn0052579	822
FBgn0040034	0
FBgn0052574	0
FBgn0052576	882
FBgn0052571	0
FBgn0052570	0
FBgn0052573	61
FBgn0052572	40
FBgn0045759	0
FBgn0033285	1
FBgn0030528	182
FBgn0029176	23238
FBgn0029175	887
FBgn0029174	3389
FBgn0029173	462
FBgn0029172	0
FBgn0029170	0
FBgn0025709	9
FBgn0025700	2771
FBgn0025701	4612
FBgn0025702	47
FBgn0039099	18
FBgn0039098	386
FBgn0039091	0
FBgn0039093	0
FBgn0039092	0
FBgn0039094	456
FBgn0034940	475
FBgn0031738	943
FBgn0031739	463
FBgn0031734	0
FBgn0031735	2
FBgn0031736	1387
FBgn0031737	0
FBgn0031730	0
FBgn0031731	0
FBgn0031732	0
FBgn0031733	0
FBgn0030063	278
FBgn0030061	1735
FBgn0030060	1960
FBgn0030067	4109
FBgn0030066	804
FBgn0030065	419
FBgn0032618	0
FBgn0259169	2266
FBgn0259168	1687
FBgn0000233	0
FBgn0259161	0
FBgn0259163	124
FBgn0259162	0
FBgn0259165	1729
FBgn0259164	25
FBgn0259167	14
FBgn0259166	387
FBgn0035553	18
FBgn0032619	494
FBgn0034387	0
FBgn0082182	0
FBgn0034382	0
FBgn0034383	0
FBgn0034380	377
FBgn0034381	0
FBgn0046222	1568
FBgn0046225	141
FBgn0034389	455
FBgn0041706	5
FBgn0041707	0
FBgn0030605	3973
FBgn0028847	0
FBgn0030603	736
FBgn0030600	228
FBgn0041709	0
FBgn0085405	677
FBgn0011770	550
FBgn0011771	2830
FBgn0086785	620
FBgn0011774	862
FBgn0085404	0
FBgn0029798	1545
FBgn0085407	68
FBgn0035555	0
FBgn0085406	0
FBgn0029828	0
FBgn0029825	289
FBgn0085401	5
FBgn0029827	0
FBgn0029826	238
FBgn0029821	35
FBgn0029820	3383
FBgn0029823	4758
FBgn0036767	0
FBgn0051179	0
FBgn0051174	8
FBgn0051176	0
FBgn0036765	554
FBgn0035678	66
FBgn0050223	0
FBgn0050222	0
FBgn0050220	0
FBgn0050227	0
FBgn0050225	0
FBgn0037526	150
FBgn0050229	0
FBgn0033260	2662
FBgn0033261	586
FBgn0033264	983
FBgn0033265	421
FBgn0033266	797
FBgn0033267	590
FBgn0033268	13
FBgn0033269	3058
FBgn0034962	727
FBgn0034963	258
FBgn0034961	384
FBgn0034966	471
FBgn0083969	1549
FBgn0034964	2280
FBgn0034965	400
FBgn0083965	0
FBgn0083966	2
FBgn0083967	591
FBgn0083960	33
FBgn0083961	732
FBgn0083962	1336
FBgn0083963	0
FBgn0038052	15
FBgn0038053	1244
FBgn0002899	624
FBgn0039197	0
FBgn0038056	549
FBgn0038057	262
FBgn0038054	2
FBgn0038055	381
FBgn0002891	1007
FBgn0085527	2
FBgn0032454	3304
FBgn0036038	859
FBgn0036039	824
FBgn0039192	0
FBgn0036032	868
FBgn0036030	2315
FBgn0031478	418
FBgn0036036	303
FBgn0032456	2958
FBgn0032002	73
FBgn0033005	1935
FBgn0036527	0
FBgn0036520	0
FBgn0036522	282
FBgn0033458	47
FBgn0029645	0
FBgn0036528	0
FBgn0036529	0
FBgn0039371	0
FBgn0051798	38
FBgn0033062	2974
FBgn0040475	5370
FBgn0034114	254
FBgn0040493	2474
FBgn0032452	249
FBgn0051790	113
FBgn0039198	0
FBgn0051792	0
FBgn0051793	492
FBgn0034225	56
FBgn0004862	0
FBgn0032051	1079
FBgn0039199	0
FBgn0001124	3629
FBgn0004863	0
FBgn0001122	970
FBgn0001123	2131
FBgn0001120	126
FBgn0029648	60
FBgn0036014	0
FBgn0034110	741
FBgn0001128	593
FBgn0004449	2140
FBgn0036544	6
FBgn0034103	0
FBgn0033065	102
FBgn0001970	519
FBgn0000054	1580
FBgn0037013	0
FBgn0058085	2
FBgn0058084	2660
FBgn0033068	6
FBgn0037529	1382
FBgn0058088	0
FBgn0033069	6
FBgn0023395	1051
FBgn0038129	494
FBgn0002772	0
FBgn0058225	0
FBgn0032609	0
FBgn0083033	2
FBgn0039879	3
FBgn0083031	0
FBgn0083036	1
FBgn0083037	1
FBgn0083034	2
FBgn0083035	2
FBgn0039873	0
FBgn0032600	1347
FBgn0083038	0
FBgn0083039	5
FBgn0039877	678
FBgn0039876	184
FBgn0039875	1279
FBgn0032354	250
FBgn0025836	0
FBgn0086608	7
FBgn0086602	5
FBgn0086603	6
FBgn0086600	7
FBgn0086601	11
FBgn0086606	3
FBgn0086607	3
FBgn0086604	0
FBgn0086605	854
FBgn0034626	912
FBgn0035959	167
FBgn0015614	2499
FBgn0035954	0
FBgn0035955	0
FBgn0035956	0
FBgn0035957	12
FBgn0035950	619
FBgn0035951	1116
FBgn0035952	7
FBgn0024289	0
FBgn0028707	66
FBgn0028704	3
FBgn0028703	1833
FBgn0034331	0
FBgn0028700	757
FBgn0003250	20
FBgn0034622	0
FBgn0003256	1421
FBgn0003257	2125
FBgn0003254	0
FBgn0003255	3
FBgn0015268	11699
FBgn0040069	0
FBgn0053051	115
FBgn0037800	0
FBgn0037801	3
FBgn0037802	94
FBgn0037804	457
FBgn0037806	80
FBgn0037807	1853
FBgn0037808	5953
FBgn0037809	270
FBgn0011949	0
FBgn0011948	0
FBgn0002789	0
FBgn0011945	0
FBgn0011944	0
FBgn0002783	3999
FBgn0032507	0
FBgn0002781	7093
FBgn0002780	4136
FBgn0038134	0
FBgn0011883	0
FBgn0003435	25
FBgn0003430	5
FBgn0038870	2536
FBgn0004465	1619
FBgn0035378	0
FBgn0035379	0
FBgn0035370	6271
FBgn0035371	3739
FBgn0035372	974
FBgn0038132	0
FBgn0035374	2276
FBgn0035375	1776
FBgn0035376	1601
FBgn0035377	0
FBgn0053052	364
FBgn0004463	903
FBgn0031468	3
FBgn0039017	458
FBgn0022131	1090
FBgn0039273	127
FBtr0081448	0
FBgn0032554	0
FBgn0037370	1499
FBgn0012058	1500
FBgn0010709	769
FBgn0034060	1620
FBgn0031079	2613
FBgn0031078	6074
FBgn0053403	0
FBgn0034776	0
FBgn0034774	0
FBgn0031077	1231
FBgn0053400	0
FBgn0034770	0
FBgn0038609	1233
FBgn0038608	4532
FBgn0038607	22
FBgn0038606	0
FBgn0038603	38
FBgn0038602	0
FBgn0038601	997
FBgn0052219	3
FBgn0030478	2304
FBgn0030479	790
FBgn0001325	0
FBgn0052210	2378
FBgn0036860	0
FBgn0030476	32
FBgn0052213	0
FBgn0052214	0
FBgn0063083	0
FBgn0011569	0
FBgn0037782	0
FBgn0011566	423
FBgn0016715	48
FBgn0034592	3
FBgn0034590	1745
FBgn0040648	0
FBgn0040649	0
FBgn0034595	21
FBgn0046332	0
FBgn0040645	0
FBgn0040862	106
FBgn0034598	3763
FBgn0041623	0
FBgn0051097	0
FBgn0051544	0
FBgn0026259	3160
FBgn0051546	6
FBgn0051093	0
FBgn0051092	342
FBgn0051091	4
FBgn0051542	0
FBgn0026252	7794
FBgn0026250	5095
FBgn0051549	1545
FBgn0051548	799
FBgn0026255	0
FBgn0051098	271
FBgn0014027	15892
FBgn0041626	0
FBgn0036099	691
FBgn0084017	0
FBgn0082970	0
FBgn0082971	2
FBgn0085652	0
FBgn0085653	0
FBgn0085654	0
FBgn0085655	0
FBgn0082976	0
FBgn0085657	0
FBgn0082978	2
FBgn0082979	2
FBgn0034545	0
FBgn0037409	0
FBgn0010380	4260
FBgn0010381	6
FBgn0010382	1459
FBgn0010383	0
FBgn0010385	0
FBgn0051898	151
FBgn0051321	17
FBgn0051320	272
FBgn0051323	0
FBgn0051894	9
FBgn0051324	895
FBgn0051327	0
FBgn0051890	0
FBgn0030298	0
FBgn0030299	578
FBgn0038983	3
FBgn0030290	8
FBgn0030291	366
FBgn0030292	803
FBgn0030293	3131
FBgn0065094	0
FBgn0065095	0
FBgn0065096	1
FBgn0030297	0
FBgn0000003	14
FBgn0085388	1890
FBgn0085382	0
FBgn0085383	0
FBgn0000008	18
FBgn0085381	3218
FBgn0085386	58
FBgn0085387	0
FBgn0085384	44
FBgn0085385	0
FBgn0039518	0
FBgn0039519	0
FBgn0033921	674
FBgn0033920	60
FBgn0036735	647
FBgn0033926	1553
FBgn0033925	395
FBgn0033924	847
FBgn0039510	4
FBgn0015000	802
FBgn0033929	2274
FBgn0033928	694
FBgn0085478	526
FBgn0085479	3
FBgn0015001	82
FBgn0032036	1755
FBgn0032037	0
FBgn0032034	617
FBgn0032035	2243
FBgn0032032	528
FBgn0032033	136
FBgn0004839	126
FBgn0004838	17226
FBgn0004781	0
FBgn0004780	0
FBgn0004783	0
FBgn0004782	0
FBgn0004833	886
FBgn0004832	270
FBgn0032039	0
FBgn0037022	212
FBgn0037023	4
FBgn0038985	26
FBgn0037021	1582
FBgn0037026	1090
FBgn0037027	2365
FBgn0037024	787
FBgn0037025	1402
FBgn0037028	472
FBgn0027079	2228
FBgn0038440	0
FBgn0027070	0
FBgn0015008	0
FBgn0036620	0
FBgn0027073	0
FBgn0027074	0
FBgn0038986	3
FBgn0034541	0
FBgn0030120	17
FBgn0004106	1503
FBgn0004169	0
FBgn0004168	462
FBgn0036627	2
FBgn0004167	7302
FBgn0039632	798
FBgn0050058	0
FBgn0050059	130
FBgn0050050	0
FBgn0050051	184
FBgn0050052	3
FBgn0050053	2
FBgn0050054	38
FBgn0050055	258
FBgn0050056	4
FBgn0038391	21
FBgn0036199	1349
FBgn0036198	150
FBgn0036195	0
FBgn0036194	1707
FBgn0036197	3340
FBgn0036196	221
FBgn0036191	735
FBgn0036193	113
FBgn0036192	118
FBgn0010520	296
FBgn0052109	285
FBgn0031645	634
FBgn0053796	0
FBgn0053797	0
FBgn0053970	7
FBgn0053971	86
FBgn0053792	0
FBgn0053977	347
FBgn0053978	31
FBgn0050321	0
FBgn0053798	0
FBgn0038845	22
FBgn0035564	5
FBgn0035567	0
FBgn0038846	111
FBgn0038840	0
FBgn0035563	4
FBgn0038842	2079
FBgn0035569	0
FBgn0035568	0
FBgn0033744	150
FBgn0033742	25
FBgn0033741	2582
FBgn0033740	716
FBgn0022960	1181
FBgn0028577	2032
FBgn0028570	0
FBgn0028572	3
FBgn0028573	222
FBgn0032298	1120
FBgn0032299	0
FBgn0032292	1244
FBgn0032293	307
FBgn0032290	279
FBgn0032291	10
FBgn0032296	670
FBgn0032297	165
FBgn0032294	41
FBgn0032295	471
FBgn0037916	159
FBgn0024491	1011
FBgn0031201	3
FBgn0038598	42
FBgn0038597	955
FBgn0038596	0
FBgn0038595	312
FBgn0035742	0
FBgn0038593	633
FBgn0038592	11
FBgn0038590	185
FBgn0052773	10
FBgn0052772	289
FBgn0052771	0
FBgn0002641	791
FBgn0052776	32
FBgn0052774	0
FBgn0052779	0
FBgn0052778	0
FBgn0037917	828
FBgn0083018	2
FBgn0029643	0
FBgn0035103	0
FBgn0038422	0
FBgn0035101	656
FBgn0035100	3
FBgn0029642	0
FBgn0020880	0
FBgn0035107	514
FBgn0035106	688
FBgn0028398	337
FBgn0028399	1678
FBgn0052512	518
FBgn0052511	0
FBgn0035104	4
FBgn0028394	296
FBgn0028396	5
FBgn0028397	334
FBgn0015714	968
FBgn0032450	308
FBgn0037726	22
FBgn0037568	1972
FBgn0050454	0
FBgn0029153	0
FBgn0029152	2162
FBgn0029155	2410
FBgn0029154	0
FBgn0029157	1082
